id,image_code,filename,photo_g,photo_unit,photo_src,from_human,has_reading,evidence_is_label,ml_rule_applied,pkg_text,pkg_qty,pkg_unit,has_pkg_qty,mL_rule_pending,pkg_seen,raw_tick,raw_weight,corrected_weight,pub_unit,pub_rule,pull_item,harmonized_nsu_unit,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,v_hum,raw_hum,reading_source,h_glare_flag,h_notes,v_hir,v_son,v_swp,v_sc1,v_rsc,v_hai,g_hum,g_hir,g_son,g_swp,g_sc1,g_rsc,g_hai,type_son,type_hir,type_swp,type_sc1,type_rsc,type_hai,leg_son,leg_hir,leg_swp,leg_sc1,leg_rsc,leg_hai,pkg_son,pkg_hir,pkg_swp,pkg_sc1,pkg_rsc,pkg_hai,item_nsu_hetero_type
10038,1773802792303,1773802792303.jpg,75,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),75,75,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,Ranya Variety Store,35B90USY,,,,,,,,,.075,,,,,,,75,,,,,,scale_with_item,,,,,,clear,,,,,,,,,small_size
10039,1773721810011,1773721810011.jpg,485,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),485,485,g,block governs,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,ILOILO,TIGBAUAN,Tigbauan public market,Bing-bing Store,O2STHFVR,,,,,,,,,.485,,,,,,,485,,,,,,scale_with_item,,,,,,clear,,,,,,,,,large_size
10041,1778477588282,1778477588282.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.064999998,65,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Roadside Tigbauan,Darlene sari sari store,1DNOI6S6,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,,small_size
10042,1773801901250,1773801901250.jpg,55,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),55,55,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,A and J store,8DTWZGJ9,,,,,,,,,.055,,,,,,,55,,,,,,scale_with_item,,,,,,clear,,,,,,,,,small_size
10043,1773721912619,1773721912619.jpg,485,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),485,485,g,block governs,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Tigbauan public market,Bing-bing Store,EVD4DLSE,,,,,,,,,.485,,,,,,,485,,,,,,scale_with_item,,,,,,clear,,,,,,,,,large_size
10044,1773794684669,1773794684669.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),60,60,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,Maling Store,GAUHC57T,,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,small_size
10045,1778476930805,1778476930805.jpg,85,mL,package label (mL),0,1,1,1,Net Content: 85mL,85,mL,1,0,1,Litres (L),.085000001,85,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Roadside Tigbauan,Cm sari sari store,R8R82270,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Content: 85mL,,,,small_size
10046,1773802894291,1773802894291.jpg,70,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),70,70,g,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,Ranya Variety Store,UXIGKKX5,,,,,,,,,.07,,,,,,,70,,,,,,scale_with_item,,,,,,probable,,,,,,,,,small_size
10047,1773721978047,1773721978047.jpg,485,g,human,1,1,0,0,,,,0,0,0,grams (g),485,485,g,block governs,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,ILOILO,TIGBAUAN,Tigbauan public market,Bing-bing Store,PWLDCULA,.485,0.485,scale,0,"mL not legible from packaging, hence adopt the kg reading from the scale",,.485,,,,,485,,485,,,,,scale_with_item,,,,,scale_with_item,clear,,,,,not_visible,,,,,,,large_size
10048,1773813534835,1773813534835.jpg,0,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,Litres (L),.68000001,680,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Roadside Tigbauan,Cindy and GR,4KNIYKWT,,,,,,,,,0,,,,,,,0,,,,,,scale_with_item,,,,,,clear,,,,,,,,,small_size
10049,1773811478259,1773811478259.jpg,375,mL,sonnet C1 sweep + mL label,0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.67000002,670,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Roadside Tigbauan,Change store,57BW5JSX,,,,,,,,,.87,,,,,,,870,,,,,,scale_with_item,,,,,,clear,,,,,,375 mL,,,small_size
10050,1773726701199,1773726701199.jpg,680,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),680,680,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Tigbauan Public market,John minimart,6UVYHGOK,,,,,,,,.68,,,,,,,680,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
10051,1773802604662,1773802604662.jpg,670,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,Litres (L),.67000002,670,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,A and j store,D36GUDV0,,,,,,,,,.67,,,,,,,670,,,,,,scale_with_item,,,,,,clear,,,,,,,,,small_size
10052,1773796157555,1773796157555.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.69,690,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Brgy.atabayan talipapa,Syanya store,JIJK0JUP,,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,small_size
10053,1773797402365,1773797402365.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,grams (g),675,675,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Brgy.atabayan talipapa,Katelyne store,M7LME9EY,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,ambiguous,,,,,,375 mL,,,,small_size
10054,1773807489212,1773807489212.jpg,690,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,Litres (L),.69,690,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Brgy.parara roadside,Daddybot,NUXMQ65W,,,,,,,,,.6899999999999999,,,,,,,690,,,,,,scale_with_item,,,,,,clear,,,,,,,,,small_size
10055,1773727459221,1773727459221.jpg,705,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),705,705,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Tigbauan Public market,Rapid grocery store,OE7T9Q1Q,,,,,,,,.705,,,,,,,705,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
10056,1773726185027,1773726185027.jpg,680,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),680,680,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TIGBAUAN,Tigbauan public market,Jmt store,XCSZM421,,,,,,,,.68,,,,,,,680,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
10057,1773807561400,1773807561400.jpg,1240,g,sonnet sweep,0,1,0,0,,,,0,0,0,Litres (L),.00124,1240,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Roadside Tigbauan,Daddybot,1XLLKI38,,,,,,,,1.24,,,,,,,1240,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
10058,1773802738941,1773802738941.jpg,1160,g,sonnet sweep,0,1,0,0,,,,0,0,0,Litres (L),.00116,1160,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,A and j store,8Q2Y7H1W,,,,,,,,1.16,,,,,,,1160,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
10059,1773811538004,1773811538004.jpg,1215,g,sonnet sweep,0,1,0,0,,,,0,0,0,Litres (L),.0012150001,1215,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Roadside Tigbauan,Change store,93OR84RB,,,,,,,,1.215,,,,,,,1215,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
10060,1773795261509,1773795261509.jpg,1215,g,sonnet sweep,0,1,0,0,,,,0,0,0,Litres (L),.0012150001,1215,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,Maling store,D1ID9LPQ,,,,,,,,1.215,,,,,,,1215,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
10061,1773726748950,1773726748950.jpg,,,,0,0,0,0,,,,0,0,0,Kilograms (Kgs),1.24,1240,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan public market,John minimart,E3EXWGHB,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,ambiguous,,,,,,,,,,large_size
10062,1773726122673,1773726122673.jpg,1215,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1.215,1215,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan Public market,Jmt store,EUSKOIB6,,,,,,,,1.215,,,,,,,1215,,,,,,scale_with_item,,,,,,probable,,,,,,,,,,large_size
10063,1773796204071,1773796204071.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.001225,1225,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan Parara talipapa,Syanya store,N1GM9ZO6,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,large_size
10064,1773813582349,1773813582349.jpg,1230,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,Litres (L),1.23,1230,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Roadside Tigbauan,Cindy and GR,NSOENBS5,,,,,,,,,1.23,,,,,,,1230,,,,,,scale_with_item,,,,,,clear,,,,,,,,,large_size
10065,1773727536899,1773727536899.jpg,1495,g,sonnet sweep,0,1,0,0,,,,0,0,0,Litres (L),.001495,1495,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TIGBAUAN,Tigbauan public market,Rapid grocery store,VGQ28V7J,,,,,,,,1.495,,,,,,,1495,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
10155,1774406106537,1774406106537.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.085000001,85,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tuhungan public market,St.gabs foodshoppe,0VG7X0NF,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
10156,1774486311022,1774486311022.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.050000001,50,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan roadside,Casti eatery,41J54X84,,,,,,,,,,,,,,,,,,,,,,other,,,,,,not_visible,,,,,,,,,small_size
10157,1774412067072,1774412067072.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.045000002,45,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan public market,Pharmacia tres marias,5HLWBZ4R,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
10158,1774413879659,1774413879659.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.085000001,85,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan roadside,Diding store,93M47H4R,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,medium_size
10159,1774487681368,1774487681368.jpg,64,mL,package label (mL),0,1,1,1,Net Content: 64ml (60g),64,mL,1,0,1,grams (g),60,60,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan roadside,7eleven,9HVUSJFO,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Content: 64ml (60g),,,,small_size
10160,1774497628089,1774497628089.jpg,55,mL,package label (mL),0,1,1,1,55 ml,55,mL,1,0,1,Litres (L),.055,55,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan talipapa,Macky store,EPWGXQUT,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,55 ml,,,small_size
10161,1774490421972,1774490421972.jpg,60,mL,package label (mL),0,1,1,1,60mL,60,mL,1,0,1,Litres (L),.059999999,60,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan talipapa,Borj store,JYDZ5O0A,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,60mL,,,medium_size
10162,1774404519664,1774404519664.jpg,60,mL,package label (mL),0,1,1,1,60mL,60,mL,1,0,1,Litres (L),.059999999,60,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tuhungan public market,Rrj store,SRI9T6QR,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,60mL,,,medium_size
10163,1774498488109,1774498488109.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.039999999,40,mL,log10 median,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,TUBUNGAN,Tubungan talipapa,K and g store,UV6QEWEY,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
10164,1774498316772,1774498316772.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan talipapa,K and g store,228F1CGA,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,item_no_scale,not_visible,,,,,not_visible,375 mL,,,,,375 mL,medium_size
10165,1774497685599,1774497685599.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan talipapa,Macky store,4YXJBR7J,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,item_no_scale,not_visible,,,,,not_visible,375 mL,,,,,,medium_size
10166,1774414136870,1774414136870.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan roadside,Diding store,83PE5Y53,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10167,1774403002013,1774403002013.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tuhungan public market,Lany store,FCAIU5AH,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,item_no_scale,not_visible,,,,,not_visible,,,,,,,medium_size
10168,1774402278722,1774402278722.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,grams (g),375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tuhungan public market,Jl 1,HQ40NDRL,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,,medium_size
10169,1774403220438,1774403220438.jpg,450,g,package label (g),0,1,1,0,Net Wt. 450 g,450,g,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan public market,Taksagon marketing,J81CEXNF,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 450 g,,,medium_size
10170,1774484797054,1774484797054.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan roadside,Talidano store,JYPJ217C,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10171,1774490271878,1774490271878.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Brgy.Seguidan talipapa,Borj store,LV23BHZK,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10172,1778732627867,1778732627867.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,TUBUNGAN,Tubungan roadside,Ador sari sari store,QCV3639T,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10173,1774402319890,1774402319890.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tuhungan public market,Jl 1,5UF1RVP3,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,large_size
10174,1774498352696,1774498352696.jpg,500,g,package label (g),0,1,1,0,500g,500,g,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan talipapa,K and g store,91U6MCI5,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,500g,,,large_size
10175,1774414176376,1774414176376.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan roadside,Diding store,A0YTQOJ1,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,large_size
10176,1774403325152,1774403325152.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tuhungan public market,Taksagon marketing,DLH1WWHA,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,large_size
10177,1774490324734,1774490324734.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan talipapa,Borj store,EW6UKPA9,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,large_size
10178,1774484859060,1774484859060.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan roadside,Talidano store,IADN45PS,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,large_size
10179,1774403038662,1774403038662.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tuhungan public market,Lany store,MIYHBCHQ,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,large_size
10180,1774497723071,1774497723071.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan talipapa,Macky store,P1LNVRFN,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,large_size
10181,1774486530671,1774486530671.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,TUBUNGAN,Tubungan roadside,Casti eatery,WLF9988K,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,large_size
10246,1778205639471,1778205639471.jpg,130,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.13,130,g,log10 median,cabbage,pack,ILOILO,ZARRAGA,Zarraga Public Market,Nelly store,WTC4W9AQ,,,,,,,,.13,,,,,,,130,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
10269,1774669586277,1774669586277.jpg,45,g,human,1,1,0,0,,,,0,0,0,grams (g),.045000002,45,g,block governs,chicken,pieces of fried chicken,ILOILO,ZARRAGA,Zarraga Public Market,Jason Fried Chicken,9CHJR0M5,.045,0.045,scale,0,,.045,.045,,,,.045,45,45,45,,,,45,scale_with_item,scale_with_item,,,,scale_with_item,clear,clear,,,,clear,,,,,,,province_median
10297,1774659599271,1774659599271.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,ZARRAGA,Zarraga Talipapa,Alicia Store,2GX5O97C,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10298,1774667076804,1774667076804.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,ZARRAGA,Zarraga Roadside,Sukijah Store,6XZI63CD,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10299,1774684116347,1774684116347.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,ZARRAGA,Zarraga Roadside,Jennifer Store,8WPDSLL8,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10300,1774579830145,1774579830145.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,ZARRAGA,Zarraga Public Market,Needs Store,9QTBOL1K,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
10301,1774580146327,1774580146327.jpg,375,mL,package label (mL),0,1,1,1,375 ml,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,ZARRAGA,Zarraga Public Market,Euriz Sari Sari Store,FXYAVJ3T,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 ml,,,medium_size
10330,1774576336501,1774576336501.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Alor Store,3AVEK95W,,,,,,,,,,,,,,,,,,,,,,other,,,,,,not_visible,,,,,,,,,small_size
10331,1774576353834,1774576353834.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Alor Store,3AVEK95W,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
10332,1774659965797,1774659965797.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Talipapa,Alicia Store,BHN6QW8Z,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
10333,1774659975701,1774659975701.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Talipapa,Alicia Store,BHN6QW8Z,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
10334,1774576007912,1774576007912.jpg,250,g,package label (g),0,1,1,0,NET WT.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Gamay Frozen Foods,IEY2TWDG,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT.: 250g,,,small_size
10335,1774576024042,1774576024042.jpg,250,g,package label (g),0,1,1,0,NET WT.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Gamay Frozen Foods,IEY2TWDG,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT.: 250g,,,medium_size
10336,1774662091870,1774662091870.jpg,250,g,package label (g),0,1,1,0,Net Wt. 250 g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Talipapa,Mylyn Store,KQKPEQ58,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 250 g,,,medium_size
10337,1774577050806,1774577050806.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Abbis Frozen Store,VL7QNH0D,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
10338,1774577064742,1774577064742.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ZARRAGA,Zarraga Public Market,Abbis Frozen Store,VL7QNH0D,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
