id,pull_item,rawtick,dim,raw_weight,corrected_weight,judgement,magchg,dimchg,trivial,nopub,snap_rule
8112,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
8113,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
8114,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
8115,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
8116,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
8117,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
8118,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
8119,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
8120,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
8121,loaf bread,grams (g),g,700,700,0,0,0,1,0,log10 median
8122,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
8123,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
8124,pork,grams (g),g,.25,250,1,1,0,0,0,log10 median
8125,pork,grams (g),g,.25999999,260,1,1,0,0,0,log10 median
8126,pork,Kilograms (Kgs),g,1,1000,0,0,0,1,0,block governs
8127,pork,grams (g),g,.26499999,265,1,1,0,0,0,log10 median
8128,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
8129,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
8130,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.13500001,135,1,1,0,0,0,log10 median
8131,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.255,255,1,1,0,0,0,log10 median
8132,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
8133,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
8134,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
8135,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
8136,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
8137,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
8138,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
8139,rice,Kilograms (Kgs),g,25,25000,0,0,0,1,0,block governs
8140,rice,Kilograms (Kgs),g,25,25000,0,0,0,1,0,block governs
8141,rice,Kilograms (Kgs),g,25,25000,0,0,0,1,0,block governs
8142,cabbage,grams (g),g,475,475,0,0,0,1,0,log10 median
8143,cabbage,grams (g),g,585,585,0,0,0,1,0,log10 median
8144,cabbage,grams (g),g,660,660,0,0,0,1,0,log10 median
8145,cabbage,grams (g),g,635,635,0,0,0,1,0,log10 median
8146,cabbage,grams (g),g,685,685,0,0,0,1,0,log10 median
8147,cabbage,grams (g),g,1005,1005,0,0,0,1,0,log10 median
8148,cabbage,grams (g),g,590,590,0,0,0,1,0,log10 median
8149,cabbage,grams (g),g,700,700,0,0,0,1,0,log10 median
8150,cabbage,grams (g),g,830,830,0,0,0,1,0,log10 median
8151,cabbage,grams (g),g,425,425,0,0,0,1,0,log10 median
8152,cabbage,grams (g),g,550,550,0,0,0,1,0,log10 median
8153,cabbage,grams (g),g,560,560,0,0,0,1,0,log10 median
8154,cabbage,grams (g),g,630,630,0,0,0,1,0,log10 median
8155,cabbage,grams (g),g,810,810,0,0,0,1,0,log10 median
8156,cabbage,grams (g),g,360,360,0,0,0,1,0,log10 median
8157,cabbage,grams (g),g,405,405,0,0,0,1,0,log10 median
8158,camote tops,grams (g),g,125,125,0,0,0,1,0,log10 median
8159,camote tops,grams (g),g,100,100,0,0,0,1,0,log10 median
8160,camote tops,grams (g),g,140,140,0,0,0,1,0,log10 median
8161,camote tops,grams (g),g,105,105,0,0,0,1,0,log10 median
8162,camote tops,grams (g),g,165,165,0,0,0,1,0,log10 median
8163,camote tops,grams (g),g,120,120,0,0,0,1,0,log10 median
8164,camote tops,grams (g),g,155,155,0,0,0,1,0,log10 median
8165,carrot,grams (g),g,110,110,0,0,0,1,0,log10 median
8166,carrot,grams (g),g,155,155,0,0,0,1,0,log10 median
8167,carrot,grams (g),g,185,185,0,0,0,1,0,log10 median
8168,carrot,grams (g),g,130,130,0,0,0,1,0,log10 median
8169,carrot,grams (g),g,120,120,0,0,0,1,0,log10 median
8170,carrot,grams (g),g,185,185,0,0,0,1,0,log10 median
8171,carrot,grams (g),g,290,290,0,0,0,1,0,log10 median
8172,carrot,grams (g),g,105,105,0,0,0,1,0,log10 median
8173,carrot,grams (g),g,260,260,0,0,0,1,0,log10 median
8174,carrot,grams (g),g,430,430,0,0,0,1,0,log10 median
8175,carrot,grams (g),g,105,105,0,0,0,1,0,log10 median
8176,carrot,grams (g),g,140,140,0,0,0,1,0,log10 median
8177,carrot,grams (g),g,210,210,0,0,0,1,0,log10 median
8178,carrot,grams (g),g,85,85,0,0,0,1,0,log10 median
8179,chicken,grams (g),g,935,935,0,0,0,1,0,log10 median
8180,chicken,grams (g),g,1000,1000,0,0,0,1,0,log10 median
8181,chicken,grams (g),g,1210,1210,0,0,0,1,0,log10 median
8182,chicken,grams (g),g,710,710,0,0,0,1,0,log10 median
8183,chicken,grams (g),g,820,820,0,0,0,1,0,log10 median
8184,chicken,grams (g),g,1110,1110,0,0,0,1,0,log10 median
8185,chicken,grams (g),g,750,750,0,0,0,1,0,log10 median
8186,chicken,grams (g),g,830,830,0,0,0,1,0,log10 median
8187,chicken,grams (g),g,1655,1655,0,0,0,1,0,log10 median
8188,chicken,grams (g),g,590,590,0,0,0,1,0,log10 median
8189,chicken,grams (g),g,1240,1240,0,0,0,1,0,log10 median
8190,chicken,grams (g),g,1430,1430,0,0,0,1,0,log10 median
8191,chicken,grams (g),g,600,600,0,0,0,1,0,log10 median
8192,chicken,grams (g),g,1340,1340,0,0,0,1,0,log10 median
8193,chicken,grams (g),g,1820,1820,0,0,0,1,0,log10 median
8194,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
8195,"crackers, cookies, buiscuits, chips/curls",grams (g),g,65,65,0,0,0,1,0,log10 median
8196,"crackers, cookies, buiscuits, chips/curls",grams (g),g,105,105,0,0,0,1,0,log10 median
8197,"crackers, cookies, buiscuits, chips/curls",grams (g),g,35,35,0,0,0,1,0,log10 median
8198,"crackers, cookies, buiscuits, chips/curls",grams (g),g,330,330,0,0,0,1,0,block governs
8199,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
8200,"crackers, cookies, buiscuits, chips/curls",grams (g),g,100,100,0,0,0,1,0,log10 median
8201,"crackers, cookies, buiscuits, chips/curls",grams (g),g,435,435,0,0,0,1,0,block governs
8202,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
8203,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
8204,"crackers, cookies, buiscuits, chips/curls",grams (g),g,100,100,0,0,0,1,0,log10 median
8205,"crackers, cookies, buiscuits, chips/curls",grams (g),g,235,235,0,0,0,1,0,block governs
8206,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
8207,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
8208,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),mL,335,335,1,0,1,0,0,log10 median
8209,fresh fish,grams (g),g,2310,2310,0,0,0,1,0,block governs
8210,fresh fish,grams (g),g,415,415,0,0,0,1,0,log10 median
8211,fresh fish,grams (g),g,490,490,0,0,0,1,0,log10 median
8212,fresh fish,grams (g),g,715,715,0,0,0,1,0,log10 median
8213,fresh fish,grams (g),g,315,315,0,0,0,1,0,log10 median
8214,fresh fish,grams (g),g,640,640,0,0,0,1,0,log10 median
8215,fresh fish,grams (g),g,1365,1365,0,0,0,1,0,log10 median
8216,fresh fish,grams (g),g,225,225,0,0,0,1,0,log10 median
8217,fresh fish,grams (g),g,860,860,0,0,0,1,0,log10 median
8218,fresh fish,grams (g),g,1340,1340,0,0,0,1,0,log10 median
8219,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,195,195,0,0,0,1,0,log10 median
8220,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,60,60,0,0,0,1,0,log10 median
8221,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,175,175,0,0,0,1,0,log10 median
8222,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,195,195,0,0,0,1,0,log10 median
8223,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,55,55,0,0,0,1,0,log10 median
8224,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,55,55,0,0,0,1,0,log10 median
8225,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,40,40,0,0,0,1,0,log10 median
8226,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8227,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8228,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8229,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8230,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8231,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,1,1000,0,0,0,1,0,log10 median
8232,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8233,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,1,1000,0,0,0,1,0,log10 median
8234,loaf bread,grams (g),g,660,660,0,0,0,1,0,log10 median
8235,loaf bread,grams (g),g,660,660,0,0,0,1,0,log10 median
8236,loaf bread,grams (g),g,480,480,0,0,0,1,0,log10 median
8237,loaf bread,grams (g),g,460,460,0,0,0,1,0,log10 median
8238,loaf bread,grams (g),g,385,385,0,0,0,1,0,log10 median
8239,loaf bread,grams (g),g,365,365,0,0,0,1,0,log10 median
8240,loaf bread,grams (g),g,475,475,0,0,0,1,0,log10 median
8241,loaf bread,grams (g),g,665,665,0,0,0,1,0,log10 median
8242,loaf bread,grams (g),g,385,385,0,0,0,1,0,log10 median
8243,loaf bread,grams (g),g,280,280,0,0,0,1,0,log10 median
8244,loaf bread,grams (g),g,410,410,0,0,0,1,0,log10 median
8245,loaf bread,grams (g),g,610,610,0,0,0,1,0,log10 median
8246,loaf bread,grams (g),g,385,385,0,0,0,1,0,log10 median
8247,loaf bread,grams (g),g,475,475,0,0,0,1,0,log10 median
8248,loaf bread,grams (g),g,615,615,0,0,0,1,0,log10 median
8249,loaf bread,grams (g),g,330,330,0,0,0,1,0,log10 median
8250,mango,grams (g),g,190,190,0,0,0,1,0,log10 median
8251,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
8252,mango,grams (g),g,310,310,0,0,0,1,0,log10 median
8253,mango,grams (g),g,160,160,0,0,0,1,0,log10 median
8254,mango,grams (g),g,215,215,0,0,0,1,0,log10 median
8255,mango,grams (g),g,290,290,0,0,0,1,0,log10 median
8256,mango,grams (g),g,250,250,0,0,0,1,0,log10 median
8257,mango,grams (g),g,270,270,0,0,0,1,0,log10 median
8258,mango,grams (g),g,115,115,0,0,0,1,0,log10 median
8259,mango,grams (g),g,175,175,0,0,0,1,0,log10 median
8260,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
8261,mango,grams (g),g,270,270,0,0,0,1,0,log10 median
8262,mango,grams (g),g,315,315,0,0,0,1,0,log10 median
8263,mango,grams (g),g,130,130,0,0,0,1,0,log10 median
8264,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
8265,mango,grams (g),g,340,340,0,0,0,1,0,log10 median
8266,mango,grams (g),g,170,170,0,0,0,1,0,log10 median
8267,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
8268,mango,grams (g),g,295,295,0,0,0,1,0,log10 median
8269,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,255,255,0,0,0,1,0,log10 median
8270,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,525,525,0,0,0,1,0,log10 median
8271,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,155,155,0,0,0,1,0,log10 median
8272,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,245,245,0,0,0,1,0,log10 median
8273,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,535,535,0,0,0,1,0,log10 median
8274,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,210,210,0,0,0,1,0,log10 median
8275,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,260,260,0,0,0,1,0,log10 median
8276,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,585,585,0,0,0,1,0,log10 median
8277,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,155,155,0,0,0,1,0,log10 median
8278,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,265,265,0,0,0,1,0,log10 median
8279,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,565,565,0,0,0,1,0,log10 median
8280,beef,grams (g),g,1405,1405,0,0,0,1,0,block governs
8281,beef,Kilograms (Kgs),g,1230,1230,1,1,0,0,0,block governs
8282,cabbage,grams (g),g,450,450,0,0,0,1,0,log10 median
8283,cabbage,grams (g),g,560,560,0,0,0,1,0,log10 median
8284,cabbage,grams (g),g,735,735,0,0,0,1,0,log10 median
8285,cabbage,grams (g),g,530,530,0,0,0,1,0,log10 median
8286,cabbage,grams (g),g,600,600,0,0,0,1,0,log10 median
8287,cabbage,grams (g),g,850,850,0,0,0,1,0,log10 median
8288,cabbage,grams (g),g,380,380,0,0,0,1,0,log10 median
8289,cabbage,grams (g),g,690,690,0,0,0,1,0,log10 median
8290,cabbage,grams (g),g,935,935,0,0,0,1,0,log10 median
8291,cabbage,grams (g),g,605,605,0,0,0,1,0,log10 median
8292,cabbage,grams (g),g,625,625,0,0,0,1,0,log10 median
8293,cabbage,grams (g),g,915,915,0,0,0,1,0,log10 median
8294,cabbage,grams (g),g,455,455,0,0,0,1,0,log10 median
8295,cabbage,grams (g),g,625,625,0,0,0,1,0,log10 median
8296,cabbage,grams (g),g,805,805,0,0,0,1,0,log10 median
8297,cabbage,grams (g),g,1070,1070,0,0,0,1,0,log10 median
8298,camote tops,grams (g),g,145,145,0,0,0,1,0,log10 median
8299,camote tops,grams (g),g,220,220,0,0,0,1,0,log10 median
8300,camote tops,grams (g),g,145,145,0,0,0,1,0,log10 median
8301,camote tops,grams (g),g,145,145,0,0,0,1,0,log10 median
8302,camote,grams (g),g,70,70,0,0,0,1,0,log10 median
8303,camote,grams (g),g,95,95,0,0,0,1,0,log10 median
8304,camote,grams (g),g,165,165,0,0,0,1,0,log10 median
8305,camote,grams (g),g,180,180,0,0,0,1,0,log10 median
8306,camote,grams (g),g,250,250,0,0,0,1,0,log10 median
8307,camote,grams (g),g,310,310,0,0,0,1,0,log10 median
8308,camote,grams (g),g,210,210,0,0,0,1,0,log10 median
8309,camote,grams (g),g,290,290,0,0,0,1,0,log10 median
8310,camote,grams (g),g,395,395,0,0,0,1,0,log10 median
8311,camote,grams (g),g,100,100,0,0,0,1,0,log10 median
8312,camote,grams (g),g,130,130,0,0,0,1,0,log10 median
8313,camote,grams (g),g,135,135,0,0,0,1,0,log10 median
8314,camote,grams (g),g,195,195,0,0,0,1,0,log10 median
8315,camote,grams (g),g,305,305,0,0,0,1,0,log10 median
8316,camote,grams (g),g,180,180,0,0,0,1,0,log10 median
8317,camote,grams (g),g,190,190,0,0,0,1,0,log10 median
8318,camote,grams (g),g,195,195,0,0,0,1,0,log10 median
8319,carrot,grams (g),g,120,120,0,0,0,1,0,log10 median
8320,carrot,grams (g),g,165,165,0,0,0,1,0,log10 median
8321,carrot,grams (g),g,255,255,0,0,0,1,0,log10 median
8322,carrot,grams (g),g,85,85,0,0,0,1,0,log10 median
8323,carrot,grams (g),g,120,120,0,0,0,1,0,log10 median
8324,carrot,grams (g),g,215,215,0,0,0,1,0,log10 median
8325,carrot,grams (g),g,50,50,0,0,0,1,0,log10 median
8326,carrot,grams (g),g,75,75,0,0,0,1,0,log10 median
8327,carrot,grams (g),g,130,130,0,0,0,1,0,log10 median
8328,carrot,grams (g),g,155,155,0,0,0,1,0,log10 median
8329,carrot,grams (g),g,225,225,0,0,0,1,0,log10 median
8330,carrot,grams (g),g,115,115,0,0,0,1,0,log10 median
8331,carrot,grams (g),g,205,205,0,0,0,1,0,log10 median
8332,carrot,grams (g),g,255,255,0,0,0,1,0,log10 median
8333,chicken,grams (g),g,1655,1655,0,0,0,1,0,log10 median
8334,chicken,grams (g),g,1055,1055,0,0,0,1,0,log10 median
8335,chicken,grams (g),g,785,785,0,0,0,1,0,log10 median
8336,chicken,grams (g),g,1235,1235,0,0,0,1,0,log10 median
8337,"crackers, cookies, buiscuits, chips/curls",grams (g),g,40,40,0,0,0,1,0,log10 median
8338,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
8339,"crackers, cookies, buiscuits, chips/curls",grams (g),g,90,90,0,0,0,1,0,log10 median
8340,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
8341,"crackers, cookies, buiscuits, chips/curls",grams (g),g,78,78,0,0,0,1,0,log10 median
8342,"crackers, cookies, buiscuits, chips/curls",grams (g),g,108,108,0,0,0,1,0,log10 median
8343,"crackers, cookies, buiscuits, chips/curls",grams (g),g,20,20,0,0,0,1,0,log10 median
8344,"crackers, cookies, buiscuits, chips/curls",grams (g),g,24,24,0,0,0,1,0,log10 median
8345,"crackers, cookies, buiscuits, chips/curls",grams (g),g,38,38,0,0,0,1,0,log10 median
8346,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
8347,"crackers, cookies, buiscuits, chips/curls",grams (g),g,70,70,0,0,0,1,0,log10 median
8348,"crackers, cookies, buiscuits, chips/curls",grams (g),g,108,108,0,0,0,1,0,log10 median
8349,"crackers, cookies, buiscuits, chips/curls",grams (g),g,500,500,0,0,0,1,0,log10 median
8350,"crackers, cookies, buiscuits, chips/curls",grams (g),g,420,420,0,0,0,1,0,log10 median
8351,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
8352,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
8353,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.237,237,0,0,0,1,0,log10 median
8354,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.80000001,800,0,0,0,1,0,log10 median
8355,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,1,1000,0,0,0,1,0,log10 median
8356,"drinks at restaurant, hotel, cafe, or kiosk",grams (g),mL,435,435,1,0,1,0,0,log10 median
8357,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
8358,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0015,1500,1,1,0,0,0,block governs
8359,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0017500001,1750,1,1,0,0,0,log10 median
8360,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.14,140,0,0,0,1,0,log10 median
8361,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
8362,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.94999999,950,0,0,0,1,0,block governs
8363,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.69999999,700,0,0,0,1,0,block governs
8364,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.00125,1250,1,1,0,0,0,block governs
8365,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
8366,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.12,120,0,0,0,1,0,log10 median
8367,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
8368,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.20999999,210,0,0,0,1,0,log10 median
8369,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.69999999,700,0,0,0,1,0,log10 median
8370,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.80000001,800,0,0,0,1,0,log10 median
8371,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,log10 median
8372,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8373,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8374,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8375,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8376,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
8377,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8378,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.5,500,0,0,0,1,0,log10 median
8379,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8380,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8381,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
8382,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.5,500,0,0,0,1,0,log10 median
8383,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
8384,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
8385,loaf bread,grams (g),g,620,620,0,0,0,1,0,log10 median
8386,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
8387,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
8388,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
8389,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
8390,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
8391,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
8392,mango,grams (g),g,230,230,0,0,0,1,0,log10 median
8393,mango,grams (g),g,255,255,0,0,0,1,0,log10 median
8394,mango,grams (g),g,280,280,0,0,0,1,0,log10 median
8395,mango,grams (g),g,155,155,0,0,0,1,0,log10 median
8396,mango,grams (g),g,185,185,0,0,0,1,0,log10 median
8397,mango,grams (g),g,200,200,0,0,0,1,0,log10 median
8398,mango,grams (g),g,140,140,0,0,0,1,0,log10 median
8399,mango,grams (g),g,170,170,0,0,0,1,0,log10 median
8400,mango,grams (g),g,145,145,0,0,0,1,0,log10 median
8401,mango,grams (g),g,215,215,0,0,0,1,0,log10 median
8402,mango,grams (g),g,265,265,0,0,0,1,0,log10 median
8403,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
8404,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
8405,"preserved or processed meat (tocino, tapa, longaniza, etc)",Litres (L),g,.0012000001,120,1,1,1,0,0,log10 median
8406,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
8407,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
8408,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,150,150,0,0,0,1,0,log10 median
8409,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
8410,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.14,1140,0,0,0,1,0,log10 median
8413,rice,grams (g),g,2250,2250,0,0,0,1,0,log10 median
8414,rice,grams (g),g,2230,2230,0,0,0,1,0,log10 median
8415,rice,grams (g),g,2110,2110,0,0,0,1,0,log10 median
8416,rice,grams (g),g,2245,2245,0,0,0,1,0,log10 median
8417,cabbage,grams (g),g,.63,630,1,1,0,0,0,log10 median
8418,cabbage,grams (g),g,.60500002,605,1,1,0,0,0,log10 median
8419,cabbage,grams (g),g,.76499999,765,1,1,0,0,0,log10 median
8420,cabbage,grams (g),g,.30500001,305,1,1,0,0,0,log10 median
8421,cabbage,grams (g),g,.49000001,490,1,1,0,0,0,log10 median
8422,cabbage,grams (g),g,.57999998,580,1,1,0,0,0,log10 median
8423,cabbage,grams (g),g,.88,880,1,1,0,0,0,log10 median
8424,cabbage,grams (g),g,.39500001,395,1,1,0,0,0,log10 median
8425,cabbage,Kilograms (Kgs),g,.33000001,330,0,0,0,1,0,log10 median
8426,cabbage,grams (g),g,.745,745,1,1,0,0,0,log10 median
8427,cabbage,grams (g),g,.18000001,180,1,1,0,0,0,log10 median
8428,cabbage,grams (g),g,.19499999,195,1,1,0,0,0,log10 median
8429,cabbage,grams (g),g,.215,215,1,1,0,0,0,log10 median
8430,camote tops,grams (g),g,.22,220,1,1,0,0,0,log10 median
8431,camote tops,Kilograms (Kgs),g,.13500001,135,0,0,0,1,0,log10 median
8432,camote tops,grams (g),g,.15000001,150,1,1,0,0,0,log10 median
8433,camote,grams (g),g,.175,175,1,1,0,0,0,log10 median
8434,camote,grams (g),g,.38,380,1,1,0,0,0,log10 median
8435,camote,grams (g),g,.51999998,520,1,1,0,0,0,block governs
8436,camote,grams (g),g,.1,100,1,1,0,0,0,log10 median
8437,camote,grams (g),g,.23999999,240,1,1,0,0,0,log10 median
8438,camote,grams (g),g,.205,205,1,1,0,0,0,log10 median
8439,camote,grams (g),g,.26499999,265,1,1,0,0,0,log10 median
8440,camote,grams (g),g,.125,125,1,1,0,0,0,log10 median
8441,camote,grams (g),g,.13500001,135,1,1,0,0,0,log10 median
8442,carrot,grams (g),g,.039999999,40,1,1,0,0,0,log10 median
8443,carrot,grams (g),g,.094999999,95,1,1,0,0,0,log10 median
8444,carrot,grams (g),g,.16,160,1,1,0,0,0,log10 median
8445,carrot,grams (g),g,.090000004,90,1,1,0,0,0,log10 median
8446,carrot,grams (g),g,.14,140,1,1,0,0,0,log10 median
8447,carrot,grams (g),g,.094999999,95,1,1,0,0,0,log10 median
8448,carrot,grams (g),g,.125,125,1,1,0,0,0,log10 median
8449,carrot,grams (g),g,.125,125,1,1,0,0,0,log10 median
8450,carrot,grams (g),g,.079999998,80,1,1,0,0,0,log10 median
8451,chicken,grams (g),g,.83999997,840,1,1,0,0,0,log10 median
