id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier
6462,2,must,3,C2 magnitude only -- decimal moved,1,1774054569246.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774054569246.jpg,large_size,ILOILO,CARLES,Carles Public market,AJV Sari Sari Store,ODYDJA1D,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.090000004,g,90,log10 median,,,,,,
6464,2,must,3,C2 magnitude only -- decimal moved,1,1774048647575.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774048647575.jpg,small_size,ILOILO,CARLES,Carles Public Market,Nonoy Eatery,EBN93DSL,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.28,g,280,log10 median,,,,,,
6472,2,must,3,C2 magnitude only -- decimal moved,1,1774326274980.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774326274980.jpg,small_size,ILOILO,CARLES,Carles roadside,Sta. Teresa Store,LRNGQZ0N,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.28,g,280,log10 median,,,,,,
6475,2,must,3,C2 magnitude only -- decimal moved,1,1774325728049.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774325728049.jpg,small_size,ILOILO,CARLES,Carles roadside,Capeda store,TSNH19KT,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.31,g,310,log10 median,,,,,,
6476,2,must,3,C2 magnitude only -- decimal moved,1,1774051090174.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051090174.jpg,small_size,ILOILO,CARLES,Carles Public Market,Elviro Fish Stall,8A8XKRAV,Fresh Fish,Bilog,grams (g),.064999998,g,65,block governs,,,,,,
6477,2,must,3,C2 magnitude only -- decimal moved,1,1774051113734.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051113734.jpg,medium_size,ILOILO,CARLES,Carles Public Market,Elviro Fish Stall,8A8XKRAV,Fresh Fish,Bilog,grams (g),.085000001,g,85,block governs,,,,,,
6478,2,must,3,C2 magnitude only -- decimal moved,1,1774051136663.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051136663.jpg,large_size,ILOILO,CARLES,Carles Public Market,Elviro Fish Stall,8A8XKRAV,Fresh Fish,Bilog,grams (g),.145,g,145,log10 median,,,,,,
6479,2,must,3,C2 magnitude only -- decimal moved,1,1774051541070.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051541070.jpg,small_size,ILOILO,CARLES,Carles Public Market,Kardo Fish Stall,P7TWJGF4,Fresh Fish,Bilog,grams (g),.35499999,g,355,log10 median,,,,,,
6480,2,must,3,C2 magnitude only -- decimal moved,1,1774051559980.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051559980.jpg,medium_size,ILOILO,CARLES,Carles Public Market,Kardo Fish Stall,P7TWJGF4,Fresh Fish,Bilog,grams (g),.435,g,435,log10 median,,,,,,
6481,2,must,3,C2 magnitude only -- decimal moved,1,1774051585234.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051585234.jpg,large_size,ILOILO,CARLES,Carles Public Market,Kardo Fish Stall,P7TWJGF4,Fresh Fish,Bilog,grams (g),.50999999,g,510,log10 median,,,,,,
6482,2,must,3,C2 magnitude only -- decimal moved,1,1774052202620.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774052202620.jpg,small_size,ILOILO,CARLES,Carles Public Market,Rex fish stall,RFQQU4X0,Fresh Fish,Bilog,grams (g),.18000001,g,180,log10 median,,,,,,
6483,2,must,3,C2 magnitude only -- decimal moved,1,1774052223072.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774052223072.jpg,medium_size,ILOILO,CARLES,Carles Public Market,Rex fish stall,RFQQU4X0,Fresh Fish,Bilog,grams (g),.41499999,g,415,log10 median,,,,,,
6484,2,must,3,C2 magnitude only -- decimal moved,1,1774052254116.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774052254116.jpg,large_size,ILOILO,CARLES,Carles Public Market,Rex fish stall,RFQQU4X0,Fresh Fish,Bilog,grams (g),.83499998,g,835,log10 median,,,,,,
6485,2,must,3,C2 magnitude only -- decimal moved,1,1774051254504.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051254504.jpg,small_size,ILOILO,CARLES,Carles Public market,Elviro Fish Stall,HB8OQ9Z2,Fresh Fish,Putos,grams (g),.76499999,g,765,block governs,,,,,,
6487,2,must,3,C2 magnitude only -- decimal moved,1,1774052307423.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774052307423.jpg,small_size,ILOILO,CARLES,Carles Public market,Rex fish stall,YRYZ8QVZ,Fresh Fish,Putos,grams (g),.77499998,g,775,block governs,,,,,,
6489,2,must,3,C2 magnitude only -- decimal moved,1,1774048737269.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774048737269.jpg,small_size,ILOILO,CARLES,Carles Public market,Nonoy Eatery,GIG01HYG,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,grams (g),.029999999,g,30,log10 median,,,,,,
6491,2,must,3,C2 magnitude only -- decimal moved,1,1774048796246.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774048796246.jpg,small_size,ILOILO,CARLES,Carles Public market,Nonoy Eatery,HKOJ0287,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,grams (g),.1,g,100,log10 median,,,,,,
6493,2,must,3,C2 magnitude only -- decimal moved,1,1774325627925.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774325627925.jpg,small_size,ILOILO,CARLES,Carles Roadside,Capeda store,EYJIOJ9C,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.059999999,g,60,log10 median,,,,,,
6494,2,must,3,C2 magnitude only -- decimal moved,1,1774325650212.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774325650212.jpg,medium_size,ILOILO,CARLES,Carles Roadside,Capeda store,EYJIOJ9C,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.26499999,g,265,log10 median,,,,,,
6495,2,must,3,C2 magnitude only -- decimal moved,1,1774325673944.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774325673944.jpg,large_size,ILOILO,CARLES,Carles Roadside,Capeda store,EYJIOJ9C,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.495,g,495,block governs,,,,,,
6496,2,must,3,C2 magnitude only -- decimal moved,1,1774321320859.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774321320859.jpg,small_size,ILOILO,CARLES,Bancal Talipapa,PIPOY Store,POLWDLX1,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.039999999,g,40,log10 median,,,,,,
6497,2,must,3,C2 magnitude only -- decimal moved,1,1774321339916.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774321339916.jpg,medium_size,ILOILO,CARLES,Bancal Talipapa,PIPOY Store,POLWDLX1,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.075000003,g,75,log10 median,,,,,,
6498,2,must,3,C2 magnitude only -- decimal moved,1,1774321355224.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774321355224.jpg,large_size,ILOILO,CARLES,Bancal Talipapa,PIPOY Store,POLWDLX1,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gmay nga Cup,grams (g),.54000002,g,540,block governs,,,,,,
6507,2,must,3,C2 magnitude only -- decimal moved,1,1774326910392.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774326910392.jpg,large_size,ILOILO,CARLES,Carles roadside,Afb Variety Store,9YL2PS7B,Loaf Bread,Dalagku nga Putos,grams (g),.63,g,630,log10 median,,,,,,
6512,2,must,3,C2 magnitude only -- decimal moved,1,1774326845021.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774326845021.jpg,municipality_median,ILOILO,CARLES,Carles Roadside,Afb Variety Store,FJE6QS01,Loaf Bread,Medium,grams (g),.56,g,560,log10 median,,,,,,
6513,2,must,3,C2 magnitude only -- decimal moved,1,1774326119740.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774326119740.jpg,municipality_median,ILOILO,CARLES,Carles Roadside,Sta. Teresa Store,UR0OI9C2,Loaf Bread,Medium,grams (g),.41499999,g,415,log10 median,,,,,,
6514,2,must,3,C2 magnitude only -- decimal moved,1,1774326219766.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774326219766.jpg,medium_size,ILOILO,CARLES,Carles roadside,Sta. Teresa Store,VAZEMVCD,Loaf Bread,Small,grams (g),.41499999,g,415,log10 median,,,,,,
6515,2,must,3,C2 magnitude only -- decimal moved,1,1774051816548.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774051816548.jpg,small_size,ILOILO,CARLES,Carles Public market,Kardo Fish Stall,RTV65XCT,"Prawns, Lobster, shrimp",Tumpok,grams (g),.22499999,g,225,log10 median,,,,,,
6516,2,must,3,C2 magnitude only -- decimal moved,1,1774322371575.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774322371575.jpg,small_size,ILOILO,CARLES,Carles Talipapa,April Store,8EXV7UH1,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.175,g,175,log10 median,,,,,,
6517,2,must,3,C2 magnitude only -- decimal moved,1,1774322394030.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774322394030.jpg,medium_size,ILOILO,CARLES,Carles Talipapa,April Store,8EXV7UH1,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.26499999,g,265,log10 median,,,,,,
6518,2,must,3,C2 magnitude only -- decimal moved,1,1774322421401.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774322421401.jpg,large_size,ILOILO,CARLES,Carles Talipapa,April Store,8EXV7UH1,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.37,g,370,log10 median,,,,,,
6519,2,must,3,C2 magnitude only -- decimal moved,1,1774321980544.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774321980544.jpg,small_size,ILOILO,CARLES,Carles Talipapa,Jenjen Dry Goods,DUTQI4YO,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.27000001,g,270,log10 median,,,,,,
6520,2,must,3,C2 magnitude only -- decimal moved,1,1774322707751.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774322707751.jpg,small_size,ILOILO,CARLES,Carles Talipapa,Yassi frozen foods,O6YY8FAB,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.155,g,155,log10 median,,,,,,
6521,2,must,3,C2 magnitude only -- decimal moved,1,1774322723322.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774322723322.jpg,large_size,ILOILO,CARLES,Carles Talipapa,Yassi frozen foods,O6YY8FAB,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Bilog,grams (g),.35499999,g,355,log10 median,,,,,,
6544,2,must,3,C2 magnitude only -- decimal moved,1,1773722601564.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773722601564.jpg,small_size,ILOILO,CONCEPCION,Nancy Store,Nancy,JQGTA9FC,Camote,Bilog,grams (g),.75,g,750,block governs,,,,,,
6545,2,must,3,C2 magnitude only -- decimal moved,1,1773722622896.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773722622896.jpg,medium_size,ILOILO,CONCEPCION,Nancy Store,Nancy,JQGTA9FC,Camote,Bilog,grams (g),.85000002,g,850,block governs,,,,,,
6547,2,must,3,C2 magnitude only -- decimal moved,1,1773799224074.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799224074.jpg,small_size,ILOILO,CONCEPCION,Concepcion public market,Rosario,QANFYJHI,Camote,Bilog,grams (g),.075000003,g,75,log10 median,,,,,,
6548,2,must,3,C2 magnitude only -- decimal moved,1,1773799243548.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799243548.jpg,medium_size,ILOILO,CONCEPCION,Concepcion public market,Rosario,QANFYJHI,Camote,Bilog,grams (g),.13500001,g,135,log10 median,,,,,,
6549,2,must,3,C2 magnitude only -- decimal moved,1,1773799262279.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799262279.jpg,large_size,ILOILO,CONCEPCION,Concepcion public market,Rosario,QANFYJHI,Camote,Bilog,grams (g),.23,g,230,log10 median,,,,,,
6556,2,must,3,C2 magnitude only -- decimal moved,1,1773808828295.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773808828295.jpg,small_size,ILOILO,CONCEPCION,Jamindan,Scarlet store,IZKS1ZAP,Carrot,Bilog,grams (g),.079999998,g,80,log10 median,,,,,,
6580,2,must,3,C2 magnitude only -- decimal moved,1,1773795717766.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773795717766.jpg,medium_size,ILOILO,CONCEPCION,Nancy Store,Zel ann,87JIS9HC,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.090000004,g,90,log10 median,,,,,,
6583,2,must,3,C2 magnitude only -- decimal moved,1,1773801455186.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801455186.jpg,medium_size,ILOILO,CONCEPCION,Jamindan,David store,GW0YHGIE,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.090000004,g,90,log10 median,,,,,,
6585,2,must,3,C2 magnitude only -- decimal moved,1,1773800221515.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800221515.jpg,small_size,ILOILO,CONCEPCION,Jamindan,Madona,RZRH57XM,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.029999999,g,30,block governs,,,,,,
6586,2,must,3,C2 magnitude only -- decimal moved,1,1773800281542.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800281542.jpg,large_size,ILOILO,CONCEPCION,Jamindan,Madona,RZRH57XM,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.29499999,g,295,log10 median,,,,,,
6671,2,must,3,C2 magnitude only -- decimal moved,1,1778216689008.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778216689008.jpg,large_size,ILOILO,DINGLE,Brgy.pandan dingle roadside,Pido vegetable stall,LXYBG0JS,Cabbage,Bilog,Kilograms (Kgs),1210,g,1210,log10 median,,,,,,
6689,2,must,3,C2 magnitude only -- decimal moved,1,1778213307039.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778213307039.jpg,medium_size,ILOILO,DINGLE,Dingle roadside,Rv frozen foods,10WO8S8O,Chicken,Bilog,Kilograms (Kgs),1075,g,1075,log10 median,,,,,,
6939,2,must,3,C2 magnitude only -- decimal moved,1,1775537447626.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775537447626.jpg,conventional_nsu,ILOILO,DUEĂ‘AS,Duenas Public Market,Capillo Agri supply,3LPY2VTX,Rice,ganta,grams (g),2.25,g,2250,log10 median,,,,,,
6940,2,must,3,C2 magnitude only -- decimal moved,1,1775548537259.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775548537259.jpg,conventional_nsu,ILOILO,DUEĂ‘AS,Duenas Front of Public market,Lingaya agri products and supply,7G1JBE2G,Rice,ganta,grams (g),2.27,g,2270,log10 median,,,,,,
6941,2,must,3,C2 magnitude only -- decimal moved,1,1775537828924.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775537828924.jpg,conventional_nsu,ILOILO,DUEĂ‘AS,Duenas Public Market,E. Palmes grains,9EKU8HHW,Rice,ganta,grams (g),2.27,g,2270,log10 median,,,,,,
6943,2,must,3,C2 magnitude only -- decimal moved,1,1775545770318.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775545770318.jpg,conventional_nsu,ILOILO,DUEĂ‘AS,Duenas road,MIS store,FU26W67X,Rice,ganta,grams (g),2.2249999,g,2225,log10 median,,,,,,
6945,2,must,3,C2 magnitude only -- decimal moved,1,1775546270810.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1775546270810.jpg,conventional_nsu,ILOILO,DUEĂ‘AS,Duenas front of Public market,Daniella Paultry supply,PEHQZGP0,Rice,ganta,grams (g),2.23,g,2230,log10 median,,,,,,
6946,2,must,3,C2 magnitude only -- decimal moved,1,1778110941059.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778110941059.jpg,small_size,ILOILO,DUMANGAS,Dumangas Public Market,Julian Spices and Vegetable,AIZ5YMWR,Cabbage,Bilog,grams (g),.46000001,g,460,log10 median,,,,,,
6947,2,must,3,C2 magnitude only -- decimal moved,1,1778110965949.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778110965949.jpg,medium_size,ILOILO,DUMANGAS,Dumangas Public Market,Julian Spices and Vegetable,AIZ5YMWR,Cabbage,Bilog,grams (g),.61500001,g,615,log10 median,,,,,,
6948,2,must,3,C2 magnitude only -- decimal moved,1,1778110992690.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778110992690.jpg,large_size,ILOILO,DUMANGAS,Dumangas Public Market,Julian Spices and Vegetable,AIZ5YMWR,Cabbage,Bilog,grams (g),.80000001,g,800,log10 median,,,,,,
6949,2,must,3,C2 magnitude only -- decimal moved,1,1778111402193.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111402193.jpg,small_size,ILOILO,DUMANGAS,Dumangas Public Market,Janet Store,S8AK9BD4,Cabbage,Bilog,grams (g),.64999998,g,650,log10 median,,,,,,
6950,2,must,3,C2 magnitude only -- decimal moved,1,1778111429632.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111429632.jpg,medium_size,ILOILO,DUMANGAS,Dumangas Public Market,Janet Store,S8AK9BD4,Cabbage,Bilog,grams (g),.75999999,g,760,log10 median,,,,,,
6951,2,must,3,C2 magnitude only -- decimal moved,1,1778111462361.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111462361.jpg,large_size,ILOILO,DUMANGAS,Dumangas Public Market,Janet Store,S8AK9BD4,Cabbage,Bilog,grams (g),.87,g,870,log10 median,,,,,,
6952,2,must,3,C2 magnitude only -- decimal moved,1,1778111195907.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111195907.jpg,small_size,ILOILO,DUMANGAS,roadside,Julian Spices and Vegetable,4ARYYOMW,Camote tops,Bugkos,grams (g),.14,g,140,log10 median,,,,,,
6953,2,must,3,C2 magnitude only -- decimal moved,1,1778111633338.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111633338.jpg,small_size,ILOILO,DUMANGAS,roadside,Janet Store,NX3HZMF8,Camote tops,Bugkos,grams (g),.14,g,140,log10 median,,,,,,
6954,2,must,3,C2 magnitude only -- decimal moved,1,1778111509213.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111509213.jpg,small_size,ILOILO,DUMANGAS,roadside,Janet Store,8P2ZK7L0,Carrot,Bilog,grams (g),.11,g,110,log10 median,,,,,,
6955,2,must,3,C2 magnitude only -- decimal moved,1,1778111542124.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111542124.jpg,medium_size,ILOILO,DUMANGAS,roadside,Janet Store,8P2ZK7L0,Carrot,Bilog,grams (g),.14,g,140,log10 median,,,,,,
6956,2,must,3,C2 magnitude only -- decimal moved,1,1778111565659.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111565659.jpg,large_size,ILOILO,DUMANGAS,roadside,Janet Store,8P2ZK7L0,Carrot,Bilog,grams (g),.23,g,230,log10 median,,,,,,
6957,2,must,3,C2 magnitude only -- decimal moved,1,1778111061879.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111061879.jpg,small_size,ILOILO,DUMANGAS,roadside,Julian Spices and Vegetable,DS930HHX,Carrot,Bilog,grams (g),.094999999,g,95,log10 median,,,,,,
6958,2,must,3,C2 magnitude only -- decimal moved,1,1778111083699.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111083699.jpg,medium_size,ILOILO,DUMANGAS,roadside,Julian Spices and Vegetable,DS930HHX,Carrot,Bilog,grams (g),.15000001,g,150,log10 median,,,,,,
6959,2,must,3,C2 magnitude only -- decimal moved,1,1778111125261.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778111125261.jpg,large_size,ILOILO,DUMANGAS,roadside,Julian Spices and Vegetable,DS930HHX,Carrot,Bilog,grams (g),.23999999,g,240,log10 median,,,,,,
6984,2,must,3,C2 magnitude only -- decimal moved,1,1778032299820.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778032299820.jpg,medium_size,ILOILO,DUMANGAS,Roadside,R Yiels Store,NI180S80,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,grams (g),.56,g,560,log10 median,,,,,,
6985,2,must,3,C2 magnitude only -- decimal moved,1,1778032315851.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778032315851.jpg,large_size,ILOILO,DUMANGAS,Roadside,R Yiels Store,NI180S80,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,grams (g),.68000001,g,680,log10 median,,,,,,
6986,2,must,3,C2 magnitude only -- decimal moved,1,1778032368395.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778032368395.jpg,small_size,ILOILO,DUMANGAS,Roadside,R Yiels Store,78K2YMG7,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",packs,grams (g),.285,g,285,log10 median,,,,,,
7013,2,must,3,C2 magnitude only -- decimal moved,1,1774054271365.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774054271365.jpg,small_size,ILOILO,ESTANCIA,Estancia Wet Market,E. Villegas Store,70WPE811,Carrot,Bilog,grams (g),.115,g,115,log10 median,,,,,,
7014,2,must,3,C2 magnitude only -- decimal moved,1,1774054303772.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774054303772.jpg,medium_size,ILOILO,ESTANCIA,Estancia Wet Market,E. Villegas Store,70WPE811,Carrot,Bilog,grams (g),.245,g,245,log10 median,,,,,,
7015,2,must,3,C2 magnitude only -- decimal moved,1,1774054328122.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774054328122.jpg,large_size,ILOILO,ESTANCIA,Estancia Wet Market,E. Villegas Store,70WPE811,Carrot,Bilog,grams (g),.30000001,g,300,log10 median,,,,,,
7019,2,must,3,C2 magnitude only -- decimal moved,1,1774335208664.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1774335208664.jpg,small_size,ILOILO,ESTANCIA,Estancia Talipapa,Paning Store,Y88UEYVK,Carrot,Bilog,grams (g),.039999999,g,40,log10 median,,,,,,
