"row id; same id space as hh_row in psps_households.dta","household identifier","PSPS item code","acquisition slot: 2 purchased, 3 own production, 4 gift","acquisition route: purchased, own_production, or gift","province","municipality","food item","unit as the household reported it","harmonized market-survey unit; blank where none applies","quantity reported, in the unit named by pull_nsu_unit","implied unit value, PHP per unit; all acquisition modes (A10)","grams (or mL) per unit for this household's row","q_h * cf_h; total grams for this row; missing if not converted","20a conversion path: 1 standard unit, 2 NSU, 3 not an NSU","how this row got its grams, or why it did not","1 = this row has a gram figure","0 matched or standard-unit; 1-3 a borrowed rung; missing if unconverted","1 = the household price ratio was clamped to t=5 (conv_path 2 only)","1 = no computable unit value on this row (e_h or q_h absent)","weighings behind cf_h, at the level used; missing off conv_path 2","1 = fewer than 3 weighings behind the estimate; treat as uncertain","hetero-blind: grams in one unit of this NSU, cell pooled across hetero-groups","hetero-blind: q_h * cf_h_blind -- the no-price-matching counterfactual","hetero-blind: dimension of cf_h_blind (1 = g, 2 = mL)","hetero-blind rung: 1 cell pooled, 2 province, 3 regional (never 0)","hetero-blind: how this row got its grams, or why it did not","hetero-blind: weighings behind cf_h_blind","1 = the hetero-blind ladder produced grams for this row"
82,H000013,fish_1,2,purchased,CAPIZ,TAPAZ,fresh fish,kilograms (kg),,7,250,1000,7000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
83,H000013,grain_1,2,purchased,CAPIZ,TAPAZ,rice,kilograms (kg),,7,58,1000,7000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
84,H000013,meat_3,2,purchased,CAPIZ,TAPAZ,chicken,kilograms (kg),,1,290,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
85,H000013,sweet_1,2,purchased,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,4,5,25.07427668863198,100.2971067545279,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,50,200,1,1,blind: cell pooled,3,1
86,H000013,veg_3,3,own_production,CAPIZ,TAPAZ,camote tops,bugkos,bugkos,3,20,186.6666666666667,560,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,280,840,1,1,blind: cell pooled,3,1
87,H000014,bev_1,2,purchased,ILOILO,SAN JOAQUIN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,5,35,18927.1,94635.5,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
88,H000014,fish_1,2,purchased,ILOILO,SAN JOAQUIN,fresh fish,kilograms (kg),,5,240,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
89,H000014,grain_1,3,own_production,ILOILO,SAN JOAQUIN,rice,gantang,,4,130,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
90,H000014,veg_1,2,purchased,ILOILO,SAN JOAQUIN,cabbage,kilograms (kg),,2,80,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
91,H000015,bev_1,2,purchased,ILOILO,ALIMODIAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,1.5,33.33333333333334,18927.1,28390.65,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
92,H000015,fish_1,2,purchased,ILOILO,ALIMODIAN,fresh fish,kilograms (kg),,5,300,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
93,H000015,grain_1,3,own_production,ILOILO,ALIMODIAN,rice,gantang,,7,100,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
94,H000015,grain_2,2,purchased,ILOILO,ALIMODIAN,loaf bread,tama-tama nga putos,tama-tama nga putos,1,50,450,450,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,16,0,450,450,1,2,blind: province pool,16,1
95,H000015,grain_3,2,purchased,ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",putos,putos,13,11.53846153846154,12,156,NSU via market survey,matched price point,1,the cell's own weighings,1,0,21,0,60,780,1,1,blind: cell pooled,21,1
96,H000015,meat_4,2,purchased,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
97,H000016,fish_1,2,purchased,NEGROS OCCIDENTAL,CANDONI,fresh fish,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
98,H000016,grain_1,3,own_production,NEGROS OCCIDENTAL,CANDONI,rice,gantang,,3,120,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
99,H000016,grain_2,2,purchased,NEGROS OCCIDENTAL,CANDONI,loaf bread,medium,medium packs,1,60,450,450,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,450,450,1,1,blind: cell pooled,3,1
100,H000017,bev_1,2,purchased,ILOILO,CALINOG,"mineral or spring water, all drinking water sold in containers",gallons,,3,25,3785.41,11356.23,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
101,H000017,bev_3,2,purchased,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,4,80,400,1600,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,375,1500,2,1,blind: cell pooled,9,1
102,H000017,fish_1,2,purchased,ILOILO,CALINOG,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
103,H000017,grain_1,3,own_production,ILOILO,CALINOG,rice,gantang,,7,120,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
104,H000017,meat_1,2,purchased,ILOILO,CALINOG,beef,kilograms (kg),,1,380,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
105,H000017,veg_3,3,own_production,ILOILO,CALINOG,camote tops,bugkos,bugkos,2,10,72.5,145,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,145,290,1,1,blind: cell pooled,4,1
106,H000018,fish_1,2,purchased,ILOILO,DINGLE,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
107,H000018,grain_1,2,purchased,ILOILO,DINGLE,rice,gantang,,4,120,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
108,H000019,fish_1,2,purchased,ILOILO,MAASIN,fresh fish,kilograms (kg),,3,250,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
109,H000019,grain_1,2,purchased,ILOILO,MAASIN,rice,gantang,,7,130,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
110,H000020,bev_1,2,purchased,AKLAN,BATAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,6,25,18927.1,113562.6,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
111,H000020,fish_1,2,purchased,AKLAN,BATAN,fresh fish,kilograms (kg),,4,150,1000,4000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
112,H000020,grain_1,3,own_production,AKLAN,BATAN,rice,gantang,,6,130,2250,13500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
113,H000020,veg_3,3,own_production,AKLAN,BATAN,camote tops,bundle,bundle,3,15,790,2370,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,35,0,790,2370,1,2,blind: province pool,35,1
114,H000021,fish_1,2,purchased,ILOILO,CALINOG,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
115,H000021,grain_1,2,purchased,ILOILO,CALINOG,rice,kilograms (kg),,25,60,1000,25000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
116,H000021,veg_4,3,own_production,ILOILO,CALINOG,camote,kilograms (kg),,.5,50,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
117,H000022,bev_3,2,purchased,NEGROS OCCIDENTAL,MURCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,80,401.2216028777082,401.2216028777082,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,375,375,2,2,blind: cell pooled,72,1
118,H000022,fish_1,2,purchased,NEGROS OCCIDENTAL,MURCIA,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
119,H000022,grain_1,2,purchased,NEGROS OCCIDENTAL,MURCIA,rice,kilograms (kg),,5,45,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
120,H000022,veg_3,3,own_production,NEGROS OCCIDENTAL,MURCIA,camote tops,bugkos,bugkos,1,10,160,160,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,320,320,1,1,blind: cell pooled,3,1
121,H000022,veg_4,3,own_production,NEGROS OCCIDENTAL,MURCIA,camote,kilograms (kg),,1,70,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
122,H000023,bev_1,3,own_production,CAPIZ,PILAR,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,20,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
123,H000023,fish_1,2,purchased,CAPIZ,PILAR,fresh fish,kilograms (kg),,7,135.7142857142857,1000,7000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
124,H000023,grain_1,2,purchased,CAPIZ,PILAR,rice,gantang,,5,160,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
125,H000024,fish_1,2,purchased,ANTIQUE,TIBIAO,fresh fish,kilograms (kg),,1,120,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
126,H000024,grain_1,3,own_production,ANTIQUE,TIBIAO,rice,gantang,,6,120,2250,13500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
127,H000024,grain_2,2,purchased,ANTIQUE,TIBIAO,loaf bread,medium nga putos,medium packs,1,45,360,360,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,500,500,1,1,blind: cell pooled,3,1
128,H000024,veg_3,3,own_production,ANTIQUE,TIBIAO,camote tops,bugkos,bugkos,1,10,71.25,71.25,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,142.5,142.5,1,1,blind: cell pooled,6,1
129,H000024,veg_4,3,own_production,ANTIQUE,TIBIAO,camote,kilograms (kg),,2,40,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
130,H000025,bev_3,2,purchased,ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,80,387.0967741935484,1161.290322580645,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,1125,2,1,blind: cell pooled,8,1
131,H000025,grain_1,2,purchased,ILOILO,SANTA BARBARA,rice,kilograms (kg),,7,55,1000,7000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
132,H000025,meat_2,2,purchased,ILOILO,SANTA BARBARA,pork,grams (g),,500,.36,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
133,H000025,meat_3,3,own_production,ILOILO,SANTA BARBARA,chicken,bilog,bilog,1,250,1072.5,1072.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,130,0,1072.5,1072.5,1,2,blind: province pool,130,1
134,H000025,meat_4,2,purchased,ILOILO,SANTA BARBARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,52.5,236.25,472.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,230,460,1,1,blind: cell pooled,15,1
135,H000026,bev_1,3,own_production,ILOILO,LAMBUNAO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,20,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
136,H000026,bev_3,3,own_production,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",gallons,,1,50,3785.41,3785.41,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
137,H000026,fish_1,2,purchased,ILOILO,LAMBUNAO,fresh fish,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
138,H000026,grain_1,3,own_production,ILOILO,LAMBUNAO,rice,gantang,,3,150,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
139,H000026,veg_3,3,own_production,ILOILO,LAMBUNAO,camote tops,bugkos,bugkos,5,10,78,390,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,195,975,1,1,blind: cell pooled,7,1
140,H000027,bev_1,2,purchased,AKLAN,NABAS,"mineral or spring water, all drinking water sold in containers",gallons,,2,20,3785.41,7570.82,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
141,H000027,fish_1,2,purchased,AKLAN,NABAS,fresh fish,kilograms (kg),,3.5,200,1000,3500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
142,H000027,grain_1,2,purchased,AKLAN,NABAS,rice,gantang,,5,140,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
143,H000027,veg_3,3,own_production,AKLAN,NABAS,camote tops,bundle,bundle,1,20,790,790,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,35,0,790,790,1,2,blind: province pool,35,1
144,H000028,bev_3,2,purchased,ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,5,80,398.0099502487562,1990.049751243781,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,375,1875,2,1,blind: cell pooled,5,1
145,H000028,fish_1,2,purchased,ILOILO,MINA,fresh fish,kilograms (kg),,1.5,173.3333333333333,1000,1500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
146,H000028,grain_1,3,own_production,ILOILO,MINA,rice,gantang,,1.5,130,2250,3375,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
147,H000028,meat_3,2,purchased,ILOILO,MINA,chicken,bilog,bilog,1,220,1072.5,1072.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,130,0,1072.5,1072.5,1,2,blind: province pool,130,1
148,H000028,veg_3,3,own_production,ILOILO,MINA,camote tops,bugkos,bugkos,1,10,72.5,72.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,145,145,1,1,blind: cell pooled,4,1
149,H000029,fish_1,3,own_production,ILOILO,SAN DIONISIO,fresh fish,kilograms (kg),,3,120,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
150,H000029,grain_1,2,purchased,ILOILO,SAN DIONISIO,rice,gantang,,3,135,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
151,H000029,veg_3,3,own_production,ILOILO,SAN DIONISIO,camote tops,bugkos,bugkos,1,10,152.5,152.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,305,305,1,1,blind: cell pooled,4,1
152,H000030,fish_1,2,purchased,ILOILO,IGBARAS,fresh fish,kilograms (kg),,1,250,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
153,H000030,grain_1,2,purchased,ILOILO,IGBARAS,rice,gantang,,2,125,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
154,H000031,bev_1,2,purchased,AKLAN,MAKATO,"mineral or spring water, all drinking water sold in containers",gallons,,1,35,3785.41,3785.41,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
155,H000031,fish_1,2,purchased,AKLAN,MAKATO,fresh fish,kilograms (kg),,2,160,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
156,H000031,grain_1,2,purchased,AKLAN,MAKATO,rice,gantang,,3,145,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
157,H000031,grain_2,2,purchased,AKLAN,MAKATO,loaf bread,kasarangan nga putos,medium packs,2,40,306.3829787234042,612.7659574468084,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,465,930,1,1,blind: cell pooled,8,1
158,H000031,meat_3,2,purchased,AKLAN,MAKATO,chicken,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
159,H000031,veg_3,2,purchased,AKLAN,MAKATO,camote tops,bundle,bundle,1,10,387.5,387.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,775,775,1,1,blind: cell pooled,6,1
160,H000032,bev_1,2,purchased,ILOILO,BALASAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
161,H000032,fish_1,2,purchased,ILOILO,BALASAN,fresh fish,kilograms (kg),,1.5,100,1000,1500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
162,H000032,grain_1,4,gift,ILOILO,BALASAN,rice,gantang,,3,110,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
163,H000032,veg_3,4,gift,ILOILO,BALASAN,camote tops,bundle,bundle,1,20,267.5,267.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,470,470,1,2,blind: cell pooled,31,1
164,H000033,bev_1,2,purchased,CAPIZ,MAMBUSAO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,1,25,18927.1,18927.1,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
165,H000033,fish_1,2,purchased,CAPIZ,MAMBUSAO,fresh fish,kilograms (kg),,3,200,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
166,H000033,grain_1,2,purchased,CAPIZ,MAMBUSAO,rice,gantang,,2,120,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
167,H000033,veg_3,3,own_production,CAPIZ,MAMBUSAO,camote tops,bugkos,bugkos,2,10,247.0710173716773,494.1420347433546,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,202.5,405,1,1,blind: cell pooled,4,1
168,H000034,bev_1,2,purchased,ILOILO,BAROTAC NUEVO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
169,H000034,bev_3,2,purchased,ILOILO,BAROTAC NUEVO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,7,68,329.0322580645162,2303.225806451613,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,375,2625,2,1,blind: cell pooled,4,1
170,H000034,fish_1,2,purchased,ILOILO,BAROTAC NUEVO,fresh fish,kilograms (kg),,2,150,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
171,H000034,grain_1,2,purchased,ILOILO,BAROTAC NUEVO,rice,gantang,,3,120,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
172,H000034,veg_3,3,own_production,ILOILO,BAROTAC NUEVO,camote tops,bugkos,bugkos,4,10,75,300,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,225,900,1,1,blind: cell pooled,3,1
173,H000035,bev_3,2,purchased,CAPIZ,MA-AYON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,60,281.25,562.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,750,2,1,blind: cell pooled,6,1
174,H000035,fish_1,2,purchased,CAPIZ,MA-AYON,fresh fish,kilograms (kg),,2.5,200,1000,2500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
175,H000035,grain_1,2,purchased,CAPIZ,MA-AYON,rice,gantang,,6,125,2250,13500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
176,H000035,grain_2,2,purchased,CAPIZ,MA-AYON,loaf bread,small,small packs,1,50,272.7272727272727,272.7272727272727,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,400,400,1,2,blind: cell pooled,33,1
177,H000035,meat_1,2,purchased,CAPIZ,MA-AYON,beef,grams (g),,500,.38,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
178,H000035,meat_2,2,purchased,CAPIZ,MA-AYON,pork,grams (g),,500,.45,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
179,H000035,meat_3,3,own_production,CAPIZ,MA-AYON,chicken,bilog,bilog,1,200,1192.5,1192.5,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,34,0,1192.5,1192.5,1,2,blind: province pool,34,1
180,H000035,veg_3,3,own_production,CAPIZ,MA-AYON,camote tops,bugkos,bugkos,7,10,180,1260,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,360,2520,1,1,blind: cell pooled,9,1
181,H000036,bev_1,2,purchased,ILOILO,NEW LUCENA,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
182,H000036,fish_1,2,purchased,ILOILO,NEW LUCENA,fresh fish,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
183,H000036,grain_1,2,purchased,ILOILO,NEW LUCENA,rice,gantang,,3,120,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
184,H000036,grain_2,2,purchased,ILOILO,NEW LUCENA,loaf bread,dalagku nga putos,large packs,1,80,576.9014084507043,576.9014084507043,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,640,640,1,1,blind: cell pooled,4,1
185,H000036,grain_3,2,purchased,ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",putos,putos,5,50,223.8095238095238,1119.047619047619,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,280,1400,1,1,blind: cell pooled,9,1
186,H000036,meat_3,2,purchased,ILOILO,NEW LUCENA,chicken,kilograms (kg),,1,230,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
187,H000036,meat_4,2,purchased,ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,50,71.66666666666667,215,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,200,600,1,1,blind: cell pooled,6,1
188,H000036,sweet_1,2,purchased,ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,2,20,62.5,125,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,60,0,62.5,125,1,2,blind: province pool,60,1
189,H000037,fish_1,2,purchased,AKLAN,MALINAO,fresh fish,kilograms (kg),,1,240,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
190,H000037,grain_1,2,purchased,AKLAN,MALINAO,rice,gantang,,4,130,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
191,H000037,grain_2,2,purchased,AKLAN,MALINAO,loaf bread,mabahoe nga putos,large packs,2,75,642.8571428571429,1285.714285714286,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,620,1240,1,1,blind: cell pooled,5,1
192,H000037,grain_3,2,purchased,AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",binilog,pieces or units,20,8,35.4347303866597,708.6946077331941,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,28,560,1,1,blind: cell pooled,6,1
193,H000037,meat_2,2,purchased,AKLAN,MALINAO,pork,kilograms (kg),,1,330,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
194,H000037,meat_3,2,purchased,AKLAN,MALINAO,chicken,kilograms (kg),,1,220,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
195,H000037,meat_4,2,purchased,AKLAN,MALINAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,191,346.5975304100342,346.5975304100342,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,200,200,1,1,blind: cell pooled,3,1
196,H000037,veg_1,2,purchased,AKLAN,MALINAO,cabbage,kilograms (kg),,.5,120,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
197,H000037,veg_2,2,purchased,AKLAN,MALINAO,carrot,binilog,pieces or units,1,10,55.38461538461539,55.38461538461539,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,180,180,1,1,blind: cell pooled,9,1
198,H000037,veg_3,3,own_production,AKLAN,MALINAO,camote tops,2bond,2bond,2,10,375,750,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,,,,,refused: nothing anywhere,,0
199,H000038,bev_1,2,purchased,ILOILO,DINGLE,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,20,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
200,H000038,fish_1,2,purchased,ILOILO,DINGLE,fresh fish,kilograms (kg),,2,175,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
201,H000038,grain_1,2,purchased,ILOILO,DINGLE,rice,gantang,,4,112.5,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
202,H000038,meat_3,2,purchased,ILOILO,DINGLE,chicken,bilog,bilog,1,175,733.25,733.25,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,1102.5,1102.5,1,1,blind: cell pooled,4,1
203,H000038,meat_4,2,purchased,ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,50,250,250,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,250,1,2,blind: province pool,182,1
204,H000038,veg_1,2,purchased,ILOILO,DINGLE,cabbage,bilog,pieces or units,1,50,657.5,657.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,657.5,657.5,1,1,blind: cell pooled,8,1
205,H000038,veg_3,3,own_production,ILOILO,DINGLE,camote tops,bugkos,bugkos,1,10,87.5,87.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,175,175,1,1,blind: cell pooled,3,1
206,H000039,bev_1,2,purchased,ILOILO,CABATUAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,5,30,18927.1,94635.5,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
207,H000039,fish_1,2,purchased,ILOILO,CABATUAN,fresh fish,kilograms (kg),,2,240,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
208,H000039,grain_1,2,purchased,ILOILO,CABATUAN,rice,gantang,,7,150,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
209,H000039,grain_2,2,purchased,ILOILO,CABATUAN,loaf bread,dalagku nga putos,large packs,2,72,584.7272727272727,1169.454545454545,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,677.5,1355,1,1,blind: cell pooled,6,1
210,H000039,grain_3,2,purchased,ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",can o lata,cans,1,243,,,NSU via market survey,refused: nothing anywhere,0,,0,0,,,,,,,refused: nothing anywhere,,0
211,H000039,meat_2,2,purchased,ILOILO,CABATUAN,pork,kilograms (kg),,1,250,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
212,H000039,meat_3,3,own_production,ILOILO,CABATUAN,chicken,bilog,bilog,4,350,1072.5,4290,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,130,0,1072.5,4290,1,2,blind: province pool,130,1
213,H000039,veg_1,2,purchased,ILOILO,CABATUAN,cabbage,bilog,pieces or units,4,60,600,2400,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,535,2140,1,1,blind: cell pooled,21,1
